Id,ACTION
1,0.10568442088787465
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,0.5321091287278066
10,1
11,1
12,1
13,0.9397645156877585
14,1
15,0.8083289394605027
16,1
17,0.800533708676212
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,0.9709728069555154
27,1
28,0.8597324103135174
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,0.894305284074056
40,0.894305284074056
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,0.9565695560636868
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,0.8709410686255095
70,0.6553014890529841
71,0.9947869147808432
72,0.9835782564688514
73,1
74,1
75,1
76,1
77,1
78,0.18929441568673208
79,0.5882994333851559
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,0.8890921988548993
91,0.9835782564688514
92,0.8603858961436739
93,1
94,1
95,1
96,1
97,0.7480934551482612
98,0.9709728069555154
99,1
100,0.9947869147808432
101,0.9947869147808432
102,0.6553014890529841
103,1
104,1
105,0.48005217204463546
106,1
107,1
108,1
109,1
110,1
111,0.8778835405429074
112,1
113,1
114,1
115,0.9565695560636868
116,1
117,1
118,1
119,1
120,0.9709728069555154
121,0.8603858961436739
122,1
123,1
124,0.7256639871732453
125,1
126,1
127,0.9783651712496947
128,0.6717232325841328
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,0.9709728069555154
137,1
138,1
139,0.9195845977809793
140,1
141,1
142,0.9195845977809793
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,0.9195845977809793
153,1
154,1
155,1
156,0.8083289394605027
157,1
158,1
159,0.8138898818550354
160,1
161,0.5428504968095227
162,0.8603858961436739
163,1
164,0.9565695560636868
165,1
166,1
167,0.9397645156877585
168,1
169,1
170,1
171,1
172,0.9947869147808432
173,1
174,0.9195845977809793
175,0.9195845977809793
176,1
177,1
178,1
179,1
180,1
181,0.8603858961436739
182,1
183,0.9195845977809793
184,0.4804000292200114
185,1
186,0.894305284074056
187,1
188,1
189,0.6907078165679271
190,1
191,1
192,1
193,1
194,0.9709728069555154
195,1
196,1
197,1
198,1
199,1
200,0.297007624251996
201,1
202,0.9397645156877585
203,1
204,1
205,0.8303219204242533
206,1
207,1
208,1
209,0.6553014890529841
210,0.5882994333851559
211,0.894305284074056
212,1
213,1
214,1
215,1
216,0.5310723460528708
217,1
218,1
219,1
220,0.9783651712496947
221,0.894305284074056
222,1
223,1
224,0.9835782564688514
225,1
226,0.48005217204463546
227,0.9709728069555154
228,1
229,1
230,1
231,0.8603858961436739
232,0.6717232325841328
233,0.9397645156877585
234,0.11089750610703138
235,0.9565695560636868
236,1
237,1
238,1
239,0.9345514304686018
240,1
241,1
242,0.9709728069555154
243,0.1997871816570472
244,1
245,1
246,1
247,1
248,0.9565695560636868
249,1
250,1
251,1
252,0.6717232325841328
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,0.9709728069555154
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,0.15432795004334465
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,0.9783651712496947
284,1
285,1
286,0.9345514304686018
287,1
288,1
289,1
290,1
291,0.6676780529292405
292,0.894305284074056
293,1
294,0.9947869147808432
295,1
296,0.05066202179478993
297,0.44219296554092424
298,0.8083289394605027
299,0.3188032394380039
300,1
301,0.6717232325841328
302,1
303,1
304,0.9835782564688514
305,1
306,1
307,1
308,1
309,1
310,0.9783651712496947
311,1
312,1
313,1
314,1
315,1
316,1
317,0.6717232325841328
318,1
319,1
320,1
321,1
322,0.14911486482418793
323,1
324,1
325,1
326,0.23474335226236526
327,1
328,1
329,0.9947869147808432
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,0.9947869147808432
339,1
340,0.9565695560636868
341,1
342,1
343,0.5104742999775013
344,1
345,1
346,1
347,0.8176480562306659
348,0.9783651712496947
349,1
350,0.6717232325841328
351,0.894305284074056
352,1
353,1
354,0.2939420538996708
355,1
356,1
357,0.9111206194880536
358,1
359,1
360,0.02163482875030531
361,1
362,1
363,1
364,0.9059075342688968
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,0.9565695560636868
373,1
374,0.23474335226236526
375,1
376,1
377,0.8652780910295714
378,1
379,1
380,0.9107373226432739
381,0.9397645156877585
382,1
383,1
384,1
385,1
386,1
387,0.8603858961436739
388,0.9545510634243668
389,1
390,1
391,0.8761541538446661
392,1
393,1
394,1
395,0.6717232325841328
396,1
397,1
398,1
399,0.9835782564688514
400,1
401,1
402,1
403,0.7919071959293541
404,1
405,1
406,0.8439641526125253
407,1
408,1
409,1
410,1
411,0.8313587030991892
412,0.8169554522073605
413,1
414,0.9947869147808432
415,1
416,1
417,1
418,1
419,0.9947869147808432
420,1
421,1
422,1
423,0.9709728069555154
424,0.8083289394605027
425,1
426,1
427,1
428,1
429,0.7652566477376347
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,0.18929441568673208
441,1
442,1
443,1
444,1
445,0.894305284074056
446,1
447,1
