Id,ACTION
1,0.6242350197084398
2,0.997603709995935
3,0.9983439681191459
4,0.9674088103429755
5,0.9985332985100671
6,0.9906780856805855
7,0.9801754781373294
8,0.9978484406102398
9,0.7828208141014622
10,0.98057410458245
11,0.9719829049699562
12,0.9616792251423226
13,0.9675094632403554
14,0.8969028497870106
15,0.9409810467431395
16,0.9864851883340521
17,0.9420246768062841
18,0.9055364316036607
19,0.9921575514968906
20,0.9899400271044712
21,0.9927646318413127
22,0.9967446176994302
23,0.9212357481025129
24,0.9745445724373804
25,0.9908328405126055
26,0.9724692222185048
27,0.9822433335978991
28,0.7513756330388259
29,0.9814175196460835
30,0.9706272240009693
31,0.9885704667649151
32,0.9655253714766884
33,0.9571897784904707
34,0.9796993998214848
35,0.9862372765196509
36,0.9943167706863227
37,0.9442463585458152
38,0.9949778221496266
39,0.9382043144600455
40,0.9167405053384191
41,0.9570786353588459
42,0.992399443694085
43,0.975934758058818
44,0.9918543459687277
45,0.9752596972826864
46,0.9853856097232242
47,0.9970678190769121
48,0.9768865517428132
49,0.9967662945900783
50,0.9918945693469345
51,0.9642975762424593
52,0.9902364014446412
53,0.9871154410470627
54,0.9972347363300982
55,0.9020875216023171
56,0.8952778992229604
57,0.9799443149119327
58,0.9975964494103673
59,0.9870055069976097
60,0.9942393200224351
61,0.9989291021605939
62,0.84009425566267
63,0.981339985129937
64,0.9919071264669446
65,0.9961002743544664
66,0.9924919710114081
67,0.94053529389916
68,0.990251240542359
69,0.911523850651685
70,0.7895508163070466
71,0.8933399192413491
72,0.997470511097775
73,0.9888652754049463
74,0.994223599202524
75,0.9920928456180226
76,0.9928529494286281
77,0.9803596313490218
78,0.8337419755673188
79,0.5694797863693888
80,0.9886630149945838
81,0.9897844287548189
82,0.9865877742780605
83,0.9901141732586854
84,0.9954384840599438
85,0.9690356514214532
86,0.91695235714376
87,0.9717519022629302
88,0.9932891282977733
89,0.992627475443572
90,0.9013732016724694
91,0.9697424494910757
92,0.880971805427781
93,0.9959473429012909
94,0.8537716610084107
95,0.9952042407189922
96,0.9546029593336897
97,0.676308713787235
98,0.9764149979091423
99,0.9931392794534093
100,0.9950951419902783
101,0.965777351286847
102,0.7410392570763005
103,0.9633083953378883
104,0.9658816050470167
105,0.6122878667111263
106,0.9788451809180434
107,0.9984388664067643
108,0.8986894837634295
109,0.9896597980570347
110,0.9859196147041114
111,0.8042619651839409
112,0.9785764154645135
113,0.9780388743593535
114,0.993357762748205
115,0.9302751381259323
116,0.9846273469737465
117,0.9920515705211602
118,0.9947382781095052
119,0.998887153964747
120,0.9886230366129785
121,0.9614397034198499
122,0.975946969540109
123,0.9458345321649481
124,0.912751398204676
125,0.9954931059381497
126,0.8646762064340742
127,0.8572254619902577
128,0.9454612969192508
129,0.8903509295855119
130,0.9707710641420425
131,0.9920669064157257
132,0.9842590037447306
133,0.9744992167974155
134,0.9207003793272986
135,0.9938701844398681
136,0.8542490944919219
137,0.9927714286257863
138,0.9824633249896463
139,0.87523710167481
140,0.997596389935986
141,0.9695802488131687
142,0.8815355457387385
143,0.9927921490997774
144,0.9939158953836431
145,0.997686182130976
146,0.8332047684558604
147,0.9030368568983225
148,0.9321454750209214
149,0.9963728688642373
150,0.9893120261480484
151,0.9843054963032035
152,0.939398782121808
153,0.9833899889872951
154,0.8705853394051941
155,0.9762139130612042
156,0.9490180556666084
157,0.9529833644428934
158,0.9596732978721471
159,0.9537867244872315
160,0.9579632548589987
161,0.745540773982309
162,0.961063801022169
163,0.9890280101138293
164,0.9684583223379478
165,0.9947409209028929
166,0.9992223974875798
167,0.9513758258510541
168,0.9827816305234363
169,0.9654981988213218
170,0.9957749992017287
171,0.9874000813639078
172,0.9575368836415387
173,0.9845828863197975
174,0.9903484600095344
175,0.981752019986262
176,0.993091351500444
177,0.8922834302160388
178,0.9960750141287126
179,0.9921450186635448
180,0.9030368568983225
181,0.4242513584919499
182,0.9707710641420425
183,0.9768180774659877
184,0.7248276218365608
185,0.9708372707818264
186,0.7751048092769993
187,0.989760078974907
188,0.9787093285430102
189,0.623150415221123
190,0.9774056657758994
191,0.9997672494805949
192,0.957755190360992
193,0.9990188552554481
194,0.9916670283854995
195,0.9892212759555252
196,0.9980097215470428
197,0.9915350056123583
198,0.9704302506051845
199,0.9750628529644598
200,0.5691500453616481
201,0.9806264773474869
202,0.9169735208654027
203,0.9449898815881281
204,0.9483669621356882
205,0.9759896300935854
206,0.9651991141939597
207,0.9933077811937124
208,0.9505544286246905
209,0.8214014782771522
210,0.8483290235262606
211,0.9598106724240297
212,0.9393874686920293
213,0.9995779496069154
214,0.9445834416996787
215,0.9860825829568577
216,0.9028655144217995
217,0.9799065294502406
218,0.9948907213204298
219,0.9934509845386037
220,0.9781991425625953
221,0.8287886880188984
222,0.9970276476690667
223,0.9941405282472958
224,0.9474127371850805
225,0.9928211567269524
226,0.866809245031105
227,0.8920953300383805
228,0.9785711145251422
229,0.9991530621340191
230,0.9866847182486086
231,0.9500058618998545
232,0.8553139378977748
233,0.9577953139640895
234,0.5166960731099784
235,0.9607674031864223
236,0.9355157028824093
237,0.9888063478475184
238,0.9844216886998853
239,0.9581448097072074
240,0.9919895225496643
241,0.9832872933728114
242,0.7584094938233802
243,0.4718282304280998
244,0.9897424931245739
245,0.9715048746467161
246,0.9910899569959767
247,0.9519873529556403
248,0.9562635036297688
249,0.9955114988782557
250,0.9935434297264987
251,0.9878316648135553
252,0.819135818299905
253,0.9981968324661723
254,0.9924634531584712
255,0.9991254494384152
256,0.9786991821382047
257,0.9740276838355135
258,0.8979588385221977
259,0.9576575292500841
260,0.9992679280144192
261,0.9845986714074292
262,0.9694446738489843
263,0.910354534342912
264,0.9846141697672742
265,0.9948411531977625
266,0.9505544286246905
267,0.9626051871188389
268,0.9854373906973384
269,0.9955114988782557
270,0.9885158694777006
271,0.9895202589197243
272,0.9488591609761425
273,0.9951122888868995
274,0.8450333704124119
275,0.9846817792897278
276,0.8911189628942162
277,0.9969481464641613
