Id,ACTION
1,0.16969650983810425
2,0.9997773766517639
3,0.9999969005584717
4,0.99996018409729
5,0.9999969005584717
6,0.9999969005584717
7,0.9999960660934448
8,0.9999969005584717
9,0.9663274884223938
10,0.9999967813491821
11,0.9997121691703796
12,0.9543392658233643
13,0.9999699592590332
14,0.9125564098358154
15,0.9969668984413147
16,0.9999626874923706
17,0.9996910095214844
18,0.9999336004257202
19,0.9999921321868896
20,0.9999969005584717
21,0.9999969005584717
22,0.9999969005584717
23,0.9990901947021484
24,0.9999779462814331
25,0.9999969005584717
26,0.9999803304672241
27,0.9999830722808838
28,0.8051684498786926
29,0.9997517466545105
30,0.9972233772277832
31,0.9998074173927307
32,0.9999432563781738
33,0.9999967813491821
34,0.9999963045120239
35,0.9999936819076538
36,0.9999969005584717
37,0.9999964237213135
38,0.9999969005584717
39,0.99936443567276
40,0.9988683462142944
41,0.9999967813491821
42,0.9999903440475464
43,0.9999493360519409
44,0.9999935626983643
45,0.9999829530715942
46,0.9999269247055054
47,0.9999969005584717
48,0.9956743121147156
49,0.9999969005584717
50,0.9999969005584717
51,0.9999940395355225
52,0.9999898672103882
53,0.9999589920043945
54,0.9999969005584717
55,0.9996215105056763
56,0.9992684721946716
57,0.997043788433075
58,0.9999969005584717
59,0.9999949932098389
60,0.9999969005584717
61,0.9999969005584717
62,0.9999969005584717
63,0.9999969005584717
64,0.9999969005584717
65,0.9999969005584717
66,0.9999969005584717
67,0.9905232787132263
68,0.9999954700469971
69,0.9760115146636963
70,0.14737285673618317
71,0.9897226095199585
72,0.9999969005584717
73,0.9999969005584717
74,0.9999969005584717
75,0.9999852180480957
76,0.9999969005584717
77,0.9999960660934448
78,0.4978407025337219
79,0.31367820501327515
80,0.9999961853027344
81,0.9999969005584717
82,0.9999969005584717
83,0.9994527697563171
84,0.9999969005584717
85,0.9999966621398926
86,0.9996758699417114
87,0.9999929666519165
88,0.9999710321426392
89,0.9999969005584717
90,0.9997226595878601
91,0.9999969005584717
92,0.5298596024513245
93,0.9999969005584717
94,0.9999955892562866
95,0.9998990297317505
96,0.9999969005584717
97,0.8564164042472839
98,0.9999967813491821
99,0.9999969005584717
100,0.9999969005584717
101,0.9976807832717896
102,0.11469826847314835
103,0.9996875524520874
104,0.9999949932098389
105,0.6558700799942017
106,0.9999117851257324
107,0.9999969005584717
108,0.9999957084655762
109,0.9999955892562866
110,0.9999936819076538
111,0.9633183479309082
112,0.9994010925292969
113,0.9999969005584717
114,0.9999969005584717
115,0.9946611523628235
116,0.9995982050895691
117,0.9999951124191284
118,0.9999969005584717
119,0.9999969005584717
120,0.9999969005584717
121,0.9999969005584717
122,0.9999966621398926
123,0.9999798536300659
124,0.9922383427619934
125,0.9999963045120239
126,0.9999885559082031
127,0.9965441823005676
128,0.9990469813346863
129,0.9999967813491821
130,0.9999948740005493
131,0.9999525547027588
132,0.9999951124191284
133,0.9999915361404419
134,0.9991119503974915
135,0.9999969005584717
136,0.9996898174285889
137,0.9999966621398926
138,0.9999902248382568
139,0.9607411026954651
140,0.9999969005584717
141,0.9999969005584717
142,0.9030616283416748
143,0.9999969005584717
144,0.9999969005584717
145,0.9999969005584717
146,0.995913565158844
147,0.9999752044677734
148,0.9744710326194763
149,0.9999969005584717
150,0.9999969005584717
151,0.9999772310256958
152,0.9999673366546631
153,0.9999904632568359
154,0.9994246959686279
155,0.9999939203262329
156,0.9728485941886902
157,0.9999969005584717
158,0.9978939890861511
159,0.9999961853027344
160,0.9999444484710693
161,0.9570176601409912
162,0.9999948740005493
163,0.9999969005584717
164,0.9983432292938232
165,0.9999969005584717
166,0.9999969005584717
167,0.9979050159454346
168,0.9981313347816467
169,0.9999959468841553
170,0.9999969005584717
171,0.999969482421875
172,0.9999969005584717
173,0.9999231100082397
174,0.9999865293502808
175,0.9991611242294312
176,0.9999969005584717
177,0.9999969005584717
178,0.999900221824646
179,0.9999969005584717
180,0.9999752044677734
181,0.008475307375192642
182,0.9999948740005493
183,0.9999657869338989
184,0.6410212516784668
185,0.9999903440475464
186,0.9910323023796082
187,0.999971866607666
188,0.9991716146469116
189,0.7408359050750732
190,0.9995001554489136
191,0.9999969005584717
192,0.9999969005584717
193,0.9999942779541016
194,0.999994158744812
195,0.9999744892120361
196,0.9999967813491821
197,0.9999969005584717
198,0.9999916553497314
199,0.9999915361404419
200,0.7704543471336365
201,0.9999947547912598
202,0.9999959468841553
203,0.9974367022514343
204,0.9981313347816467
205,0.9999969005584717
206,0.9999960660934448
207,0.9999890327453613
208,0.9979438185691833
209,0.9517924785614014
210,0.9985820055007935
211,0.9999773502349854
212,0.9999773502349854
213,0.9999969005584717
214,0.9999712705612183
215,0.9989728927612305
216,0.9976735711097717
217,0.999930739402771
218,0.9999969005584717
219,0.9999946355819702
220,0.9999961853027344
221,0.8831937909126282
