Id,ACTION
1,0.740082871466005
2,0.9711554039543099
3,0.995187386338302
4,0.9449834911379343
5,0.9963583087203107
6,0.9967860808434175
7,0.9874035764855874
8,0.994998263402342
9,0.6138562661979649
10,0.9756496632780797
11,0.9876614991133704
12,0.9307435882316354
13,0.9346509919017706
14,0.7781364534137114
15,0.9655438427719487
16,0.9819813718862082
17,0.9233418820789848
18,0.8926399889366101
19,0.9823050956599154
20,0.9825765270054082
21,0.9985063147516839
22,0.9471804316970072
23,0.8422280740927686
24,0.9590408586957014
25,0.9381493712827285
26,0.9718763402080348
27,0.918460870210685
28,0.6365996982408865
29,0.9842705661649818
30,0.89450216259513
31,0.9636037086189039
32,0.9649807852881902
33,0.9697794149248913
34,0.9708935486285062
35,0.9460352664838949
36,0.984224642834069
37,0.9618038214683654
38,0.9927371842389436
39,0.8699640344797912
40,0.8641450110323377
41,0.9376549901000854
42,0.9914077821242765
43,0.9640279654629548
44,0.9706191883966391
45,0.9642245780522405
46,0.9646773588229729
47,0.9965322626424047
48,0.933761592897413
49,0.9960491707385728
50,0.9802757962407439
51,0.9857359359483719
52,0.9773241694505214
53,0.9771491460764502
54,0.9709839854107664
55,0.9469877898014241
56,0.9065113427286068
57,0.9658321087754381
58,0.9973197324863239
59,0.9613723569594078
60,0.9840610796872963
61,0.9945490186968546
62,0.979624200809683
63,0.9595730824561481
64,0.9897915266223417
65,0.9954261652450861
66,0.985021342397829
67,0.9033577401930231
68,0.9780993488366989
69,0.9545121531792514
70,0.7727997280437977
71,0.9434097241980463
72,0.981937755597866
73,0.9669415829072948
74,0.9890456664760171
75,0.9772918530815647
76,0.97797229598405
77,0.9939174356969914
78,0.9307920460533309
79,0.860744941353924
80,0.9955106502241791
81,0.9906898789724483
82,0.9834196615003967
83,0.9828714884968844
84,0.9887085055462599
85,0.9672485645207995
86,0.928316742089362
87,0.9272651439036216
88,0.9952732352246083
89,0.9824558015129218
90,0.9610215251191915
91,0.9789102105525861
92,0.927335243761057
93,0.997071463236599
94,0.883537008492129
95,0.9962788998397529
96,0.9551343673783469
97,0.79300675334881
98,0.9706330276640378
99,0.989186844315088
100,0.986097986742314
101,0.9661996716991154
102,0.6818229597277338
103,0.9734663840760551
104,0.9049145943771225
105,0.8593951761691481
106,0.9932825770502394
107,0.9920951997228523
108,0.9156913474112326
109,0.9784703852704263
110,0.9751521303106887
111,0.8942476010781907
112,0.9462813980480963
113,0.9746029905134471
114,0.9959832767914839
115,0.9534861181406228
116,0.949117310516973
117,0.9748170754165258
118,0.9910391285938642
119,0.9995019701898
120,0.9881254436581699
121,0.9890168604239721
122,0.9840359168623943
123,0.8899021319118074
124,0.9699989611413133
125,0.9961891244424871
126,0.8766635609582123
127,0.6486872963159596
128,0.9494376384022676
129,0.9134532644513224
130,0.9021680077572126
131,0.9942190707461059
132,0.967305575957182
133,0.9677279837284785
134,0.8582749409091035
135,0.9939421148878987
136,0.869752649933874
137,0.9841899321057334
138,0.9687497297613593
139,0.881026370600971
140,0.9734550796072021
141,0.9959909424840024
142,0.8970332379780064
143,0.9854871941547837
144,0.9784285415115932
145,0.9976792748497197
146,0.885887833377874
147,0.6273788582857819
148,0.943805354751148
149,0.9927194764086777
150,0.9694645891395907
151,0.9776384962312683
152,0.9829700996587442
153,0.9774937042222351
154,0.9325344492646177
155,0.9550678089584571
156,0.9796544952065688
157,0.9826036104068034
158,0.9241990531797057
159,0.9931186912454699
160,0.914084380838128
161,0.6398027998197567
162,0.9897161264264744
163,0.9830861893053506
164,0.9818556879756394
165,0.9795432391441143
166,0.9948216305067431
167,0.9537017453330565
168,0.9900500363005151
169,0.919171511077697
170,0.9873910412580378
171,0.9786398276097671
172,0.9637197142222774
173,0.9715448790232217
174,0.9898307418033792
175,0.9799008957924052
176,0.9797787065855663
177,0.9079664759314158
178,0.996211143019424
179,0.9980230490507184
180,0.6273788582857819
181,0.5142415721155245
182,0.9021680077572126
183,0.9563595760090184
184,0.9331111666893084
185,0.9766416362035625
186,0.7352461470449154
187,0.9916680726160683
188,0.9441299328510225
189,0.8632034742014226
190,0.9725760185571983
191,0.999143605355351
192,0.9630797095457584
193,0.998938906973078
194,0.9849223358650409
195,0.97036645556357215
196,0.9989189366483076
197,0.9811449505233777
198,0.952405102893193
199,0.9681575824386482
200,0.5788829325192154
201,0.9543071622371503
202,0.9477401775006574
203,0.9043178008236952
204,0.9479503706241977
205,0.9859742476866693
206,0.9840831204916989
207,0.9799807811071315
208,0.96080018715335
209,0.9014613356032227
210,0.983077716206959
211,0.9684243720609317
212,0.9143072644819014
213,0.9953298995174555
214,0.9021912508562365
215,0.9919505663836985
216,0.9593609727606733
217,0.966679113339146
218,0.9917214739750645
219,0.991024500873594
220,0.9364455891939296
221,0.8999378507665028
222,0.9946604121774513
223,0.98774628917617
224,0.8875628034774299
225,0.98795490364860306
226,0.9355292447548013
227,0.8764254109228161
228,0.9204480647673221
229,0.9966701398932309
230,0.9837496054045834
231,0.9632800451631819
232,0.8914502902101245
233,0.9630278300836829
234,0.8918229932097064
235,0.968261124331467
236,0.8952400805337584
237,0.9845507701367547
238,0.9478504459809264
239,0.9609551010192993
240,0.985340073676376
241,0.9544111416455103
242,0.7883286339873136
243,0.9185583160582959
244,0.995654826150334
245,0.853097334815825
246,0.9881288280042703
247,0.9694551917355723
248,0.9687710574025116
249,0.9874930588960585
250,0.9866877141744024
251,0.9932649648645732
252,0.9570617101774548
253,0.9938632149949779
254,0.9807200676801491
255,0.9947299324444939
256,0.9641458849431561
257,0.9758672940598183
258,0.8379015189596909
259,0.8997339913825817
260,0.9993071636550839
261,0.9881305834858651
