Id,ACTION
1,0.04679112945124064
2,1
3,1
4,1
5,1
6,0.91
7,0.9582058452225642
8,1
9,0.4693424494844548
10,0.9929851728054896
11,0.9935633029605683
12,0.9438880053086758
13,0.976684387665684
14,0.9273632073328641
15,0.8765777651455062
16,0.9992678787878788
17,0.9425367852798809
18,0.8555370577948458
19,0.9998431673052363
20,0.9977906976744186
21,0.9998026905829597
22,1
23,0.9924609913490946
24,0.9940661953664747
25,1
26,0.9570653303470558
27,0.9575031857183195
28,0.1741589263413634
29,0.90396339031342
30,0.9813526730806977
31,0.9837973224069865
32,0.9845595213581597
33,0.8898337789661318
34,0.9932254263097823
35,0.9962513772389981
36,1
37,0.9224166666666667
38,1
39,0.8628680176433098
40,0.6956614738657042
41,0.9996333333333334
42,0.9858181818181818
43,0.9250013193206468
44,0.9918453016854476
45,0.9549325158294637
46,0.9966667498567282
47,1
48,0.9939526231223702
49,0.9969898305084746
50,0.9785235427277872
51,0.9103491528733777
52,0.9673902319523269
53,0.9032829862646803
54,1
55,0.9520922522025927
56,0.8139171774664208
57,0.9794372958601205
58,1
59,0.9900110815783779
60,0.9941857142857143
61,1
62,0.9347313432835821
63,0.9925394389220008
64,0.9997865183537263
65,0.9973603012187761
66,0.9917999999999999
67,0.987769937120754
68,1
69,0.8888570269445438
70,0.2661275013861668
71,0.4159021088514473
72,0.9993446544205101
73,1
74,0.9917612069344227
75,0.9997333333333334
76,0.9881
77,0.9868174955224456
78,0.06580794337875508
79,0.0819482075787558
80,0.9988083333333333
81,1
82,0.9820653410762917
83,0.984
84,0.9998914641744548
85,0.9966881200190262
86,0.9787892984786805
87,0.985939393939394
88,0.997745686563103
89,1
90,0.910611111111111
91,0.93296983016983015
92,0.5732220771820772
93,1
94,0.8877844721071565
95,0.9998413379073756
96,0.9996666666666666
97,0.3587889269238744
98,0.9872036782918902
99,0.9918032425428976
100,0.9937727272727273
101,0.9159536103585938
102,0.6749544608287078
103,0.9637681936513123
104,0.9707896756146376
105,0.04120837182666608
106,0.8669711941502104
107,1
108,0.5699294376143529
109,0.9951779553779556
110,0.9943039049864603
111,0.7347557826101251
112,0.9915104807542375
113,0.9887345866889348
114,1
115,0.8360512174989427
116,0.9951202492855098
117,0.987604536636733
118,0.9920857142857142
119,0.995
120,0.9960367125604366
121,0.8949902748522512
122,0.9717871843069211
123,0.9789669898488419
124,0.9391207438530967
125,0.996
126,0.8409578182731895
127,0.9157169397567007
128,0.8957397355912067
129,0.9927711538461539
130,0.9912255114308846
131,0.996078606364182
132,0.9469371203562591
133,0.9889614332895285
134,0.9664832910516796
135,1
136,0.7853644741343673
137,0.9984489253364203
138,0.9974629895876783
139,0.5779302595678035
140,1
141,0.9742060984993015
142,0.8204727701202756
143,0.9999782608695652
144,0.9995555555555555
145,1
146,0.8083474449718514
147,0.979408287095501
148,0.8900514902896604
149,0.9999649122807018
150,0.9998524590163934
151,0.9998353096179182
152,0.9373640038569946
153,0.9993368768328446
154,0.25507377673667714
155,0.990842715905064
156,0.7538618276154296
157,0.9811100146452388
158,0.9847306164826197
159,0.9612060129146394
160,0.9810393649457787
161,0.1473508969958623
162,0.9073938954181474
163,0.998
164,0.9927216767997178
165,0.9992385801369217
166,1
167,0.8042044478999079
168,0.9943948003216043
169,0.9911137731640675
170,0.9991862363680114
171,0.9648353096179183
172,0.9855
173,0.9992026731382208
174,0.9839963887363481
175,0.9965045454545454
176,1
177,0.6321141502126997
178,0.998
179,0.9993582461385152
180,0.979408287095501
181,0.16577645863184012
182,0.9912255114308846
183,0.9641183293907556
184,0.40370244546925277
185,0.991159690220174
186,0.8056863529138941
187,0.9890900713624792
188,0.9826440470958969
189,0.1614885799575476
190,0.9913941473932502
191,1
192,0.9946666666666666
193,0.9999090174792413
194,0.9823823953823954
195,0.9953013253477746
196,0.9995849056603773
197,1
198,0.790386662998669
199,0.9942233667454687
200,0.06369704488976699
201,0.9548167325428196
202,0.6034486170385039
203,0.9880545041100609
204,0.7479181406344766
205,0.9581904761904761
206,0.9931292903342702
207,0.9958464857502727
208,0.7962676656315524
209,0.3485379471844032
210,0.7149651816853358
211,0.9712968808968808
212,0.9960460693153
213,0.999974025974026
214,0.9859580936505353
215,0.9992222024939416
216,0.2841924448757601
217,0.9464092601162536
218,0.92
219,0.9896666666666666
220,0.997888810947002
221,0.6672211377149564
222,0.9999177769318615
223,0.9737333333333333
224,0.9280448110105193
225,0.9937638888888889
226,0.15203324315190997
227,0.8150313634684816
228,0.9849779144272784
229,0.999974025974026
230,0.9947346488962334
231,0.46959794634882956
232,0.6984788413990597
233,0.9961906756399749
234,0.07507035099871934
235,0.8707818376999149
236,0.8878531236208235
237,0.999228819771322
238,0.9813820143166698
239,0.9952352783150656
240,0.9975062875318973
241,0.9401936611984351
242,0.5911399828203384
243,0.02388613278545819
244,0.9998780487804878
245,0.992775790017524
246,0.9992244918325501
247,0.9846181955307935
248,0.9668217077387924
249,0.9619856589147286
250,0.9986460416666688
251,0.9927999999999999
252,0.7139461538461538
253,0.943
254,0.9796829420970267
255,1
256,0.9667130094336212
257,1
258,0.7654261165734346
259,0.973493131652084
260,0.9999090174792413
261,0.984531731566306
262,0.9813709894947709
263,0.8894814401143044
264,0.9918956746889418
265,0.9991869469930358
266,0.7962676656315524
267,0.9780770897776815
268,0.9923529411764707
269,0.9619856589147286
270,0.9569604608432835
271,0.9962240474139308
272,0.9071479405678745
273,0.992
274,0.6476321823778947
275,0.999925925925926
276,0.9105
277,0.976
278,0.945
279,0.9690570264330391
280,0.9508416619861386
281,1
282,0.9999846153846154
283,0.6765370595841024
284,0.9375660502741967
285,0.9962647172565019
286,0.9584731037803983
287,0.9709477189477189
288,0.9326482269503545
289,0.9860709430222613
290,0.9991869469930358
291,0.6897722765571723
292,0.8740624507263451
293,0.9913407635518678
294,0.5757467283202298
295,0.9814489212164641
296,0.011024024782865759
297,0.34996072805582035
298,0.9390237256920068
299,0.05017430699446677
300,0.9880238095238094
301,0.38132115440115444
302,0.9859893912311348
303,0.7645658769259823
304,0.4694599096831823
305,1
306,0.8230323931568082
307,0.9966881200190262
308,0.993
309,0.982667064972065
310,0.964
311,0.9942233527336083
312,0.9139409937888198
313,0.9920023899362092
314,0.9948421644203599
315,1
316,0.9998431673052363
317,0.820399591670374
318,0.9988644980043895
319,0.8919859810599441
320,0.9969686365705923
321,0.991392508441011
322,0.013093954266545195
323,0.998
324,1
325,1
